R0uta,Afro House,Ambient,Deep House,Pop/Dance,Techno,Trance,Progressive House,RMS,Tiempo Inicio,Tiempo Fin,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida1\Palastic - Caught In A Dream (ft. LissA) (320 kbps)_fragmento_29.png,0,0,1,0,0,0,0,0.32276043,2:25,2:30,0.03662109375,0.27141058,3.1392057,0.34769437,1197.4337155358871,1748.8843062303542,2366.5539805684457,1.1725109,1,1.5389509,120.18531976744185
espectrogramas_salida1\Palastic - Caught In A Dream (ft. LissA) (320 kbps)_fragmento_30.png,0,0,1,0,0,0,0,0.3594735,2:30,2:35,0.00390625,0.30337554,2.8846684,0.37798265,1056.8921004095448,1762.237777550024,2095.2156367821926,1.1765069,1,1.5179564,120.18531976744185
espectrogramas_salida1\Palastic - Caught In A Dream (ft. LissA) (320 kbps)_fragmento_31.png,0,0,1,0,0,0,0,0.3556864,2:35,2:40,0.001953125,0.3005031,2.902859,0.3736356,1132.063562177765,1890.181704098619,2251.843459976798,1.1838423,1,1.4795362,120.18531976744185
espectrogramas_salida1\Palastic - Caught In A Dream (ft. LissA) (320 kbps)_fragmento_32.png,0,0,1,0,0,0,0,0.09476538,2:40,2:45,0.001953125,0.07891805,10.044342,0.1571067,763.8527464169943,1286.9645427278035,1120.4260168938515,0.5787338,1,0.6651852,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_0.png,0,0,1,0,0,0,0,0.12147743,0:00,0:05,0.1259765625,0.098381415,7.5051723,0.16294797,3330.874062251656,2643.496688595212,5713.643099260441,0.8544667,1,0.6816392,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_1.png,0,0,1,0,0,0,0,0.22355397,0:05,0:10,0.00537109375,0.18219022,3.5634918,0.22599691,827.7480765005815,1563.611424186462,1447.2211019069025,1.1526189,1,0.63475317,161.4990234375
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_2.png,0,0,1,0,0,0,0,0.2197222,0:10,0:15,0.0048828125,0.17943811,4.1395607,0.22208217,991.629394483078,1783.174003411525,1678.4907011310904,1.2263554,1,0.7859698,161.4990234375
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_3.png,0,0,1,0,0,0,0,0.24983679,0:15,0:20,0.0068359375,0.20467876,3.8830094,0.26000127,1135.8740570621917,1915.7826282674646,2154.8691043720996,1.0625695,1,1.0355427,161.4990234375
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_4.png,0,0,1,0,0,0,0,0.311866,0:20,0:25,0.00390625,0.25648472,3.0938897,0.32124165,1108.974454181219,2056.720318221688,2097.863571273202,1.0721986,1,1.1572784,117.45383522727273
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_5.png,0,0,1,0,0,0,0,0.2991054,0:25,0:30,0.00146484375,0.24750488,3.2622678,0.3090633,1268.8520526095742,2293.3045637133873,2400.927167923434,1.0422845,1,1.1923925,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_6.png,0,0,1,0,0,0,0,0.29553726,0:30,0:35,0.00390625,0.24340016,3.3107522,0.3059804,1615.540156801552,2589.300933944274,3305.371660201566,1.0236295,1,1.4066291,132.51201923076923
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_7.png,0,0,1,0,0,0,0,0.33609557,0:35,0:40,0.0029296875,0.2757228,2.9940894,0.3438322,1585.8396325663682,2537.7645498341362,3139.8507739994197,0.994434,1,1.6326752,114.84375
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_8.png,0,0,1,0,0,0,0,0.32763988,0:40,0:45,0.01318359375,0.2698948,2.9973512,0.3327578,1886.5973361195754,2869.235218210348,4332.720281685035,0.96924764,1,1.5659382,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_9.png,0,0,1,0,0,0,0,0.20575151,0:45,0:50,0.0126953125,0.16935681,4.749637,0.23077191,2402.968479180931,2923.251525725269,5185.754876015081,0.9955129,1,1.4673321,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_10.png,0,0,1,0,0,0,0,0.34692234,0:50,0:55,0.01904296875,0.29274312,2.8572686,0.38477367,861.3780455373314,1428.1281096028556,1664.2018470852668,1.1030409,1,1.4486094,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_11.png,0,0,1,0,0,0,0,0.34256747,0:55,1:00,0.0009765625,0.28748906,2.9770012,0.3748045,1300.5694406534556,2005.692083046786,2626.5012099405453,1.1595829,1,1.705222,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_12.png,0,0,1,0,0,0,0,0.3169431,1:00,1:05,0.0009765625,0.26669508,3.336523,0.35001165,975.5197818718202,1595.5837653037577,1838.665757323086,1.1689351,1,1.5260122,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_13.png,0,0,1,0,0,0,0,0.28667238,1:05,1:10,0.02099609375,0.23962992,3.5748568,0.32838768,1761.2862849185847,2501.246681683166,3718.8491290240718,1.2344351,1,1.6440127,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_14.png,0,0,1,0,0,0,0,0.36425322,1:10,1:15,0.001953125,0.30790687,3.0343342,0.3959245,1338.807774989179,2243.0863706665696,2731.3694079901393,1.3979694,1,1.6955997,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_15.png,0,0,1,0,0,0,0,0.34687248,1:15,1:20,0.0009765625,0.29380512,3.1813376,0.38013306,1312.568796932855,2215.8889965515914,2718.8791509570765,1.4538188,1,1.5797474,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_16.png,0,0,1,0,0,0,0,0.27237123,1:20,1:25,0.0009765625,0.2236137,3.7089362,0.29223117,1184.540621820717,1847.781087626434,2301.3548388558584,1.0067511,1,1.2969954,117.45383522727273
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_17.png,0,0,1,0,0,0,0,0.32167283,1:25,1:30,0.00927734375,0.2663925,3.0037541,0.32897893,900.4523972268764,1859.340982668708,1542.8964707801624,0.9960684,1,1.0879098,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_18.png,0,0,1,0,0,0,0,0.31418598,1:30,1:35,0.0009765625,0.25964874,3.09584,0.32305825,1209.697904004506,2224.991734127792,2277.373545352378,1.1045489,1,1.1490868,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_19.png,0,0,1,0,0,0,0,0.30313167,1:35,1:40,0.00439453125,0.24955237,3.2119908,0.3108291,1685.602159925613,2554.3193074680016,3441.8152280307427,1.0435662,1,1.5350857,112.34714673913044
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_20.png,0,0,1,0,0,0,0,0.332418,1:40,1:45,0.00732421875,0.27277178,3.0455852,0.34074932,1623.7388989729752,2531.5478706391523,3276.9438351943154,1.0013332,1,1.6891654,143.5546875
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_21.png,0,0,1,0,0,0,0,0.3320333,1:45,1:50,0.01025390625,0.27321282,3.0997238,0.3380982,2081.572664832782,3013.5903673146795,4898.528925282772,0.9872699,1,1.6566099,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_22.png,0,0,1,0,0,0,0,0.20196526,1:50,1:55,0.0126953125,0.16784745,4.9753256,0.23496169,2181.135545605069,2732.8895477458386,4673.104766350058,0.98572016,1,1.399887,117.45383522727273
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_23.png,0,0,1,0,0,0,0,0.3630462,1:55,2:00,0.0009765625,0.30697873,2.7350543,0.39715543,639.0825070673889,1140.916833516965,1123.8233668068447,1.126077,1,1.3994628,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_24.png,0,0,1,0,0,0,0,0.34580368,2:00,2:05,0.0009765625,0.2911711,2.9523132,0.375708,1324.1575382030196,2109.163912550872,2662.2733060832365,1.1678216,1,1.7575573,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_25.png,0,0,1,0,0,0,0,0.2798243,2:05,2:10,0.0009765625,0.23415773,3.6226134,0.31365713,1255.5978798685949,1837.7401670446359,2466.525997861079,1.1779538,1,1.5924475,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_26.png,0,0,1,0,0,0,0,0.3299696,2:10,2:15,0.01220703125,0.2778502,3.2784843,0.36778566,1626.5260929658511,2436.5752019208035,3458.6021334831785,1.2558345,1,1.7006181,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_27.png,0,0,1,0,0,0,0,0.35274518,2:15,2:20,0.0009765625,0.29847476,3.030813,0.38770556,1337.223198004679,2257.06247117888,2734.8666799593966,1.4553846,1,1.661234,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_28.png,0,0,1,0,0,0,0,0.31593645,2:20,2:25,0.0029296875,0.2665237,3.500361,0.35552096,1234.5906192047912,2042.1379171315762,2466.4760368329466,1.3316221,1,1.5541406,120.18531976744185
espectrogramas_salida1\PALASTIC - Price (320 kbps)_fragmento_29.png,0,0,1,0,0,0,0,0.050142325,2:25,2:30,0.0146484375,0.04232759,14.53645,0.08004614,865.0945444407823,1221.7635387460766,1181.7781594402552,0.62831813,1,0.32606474,120.18531976744185
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_0.png,0,0,1,0,0,0,0,0.018771088,0:00,0:05,0.126953125,0.015056212,5.503628,0.020046111,1992.797238231657,1899.9029581812886,3671.8857625797564,0.999571,1,0.087633185,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_1.png,0,0,1,0,0,0,0,0.07264833,0:05,0:10,0.0166015625,0.05941643,7.3646994,0.089993656,2382.489804282466,2678.314552365368,5241.511383410673,0.9362059,1,0.6916292,120.18531976744185
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_2.png,0,0,1,0,0,0,0,0.10642086,0:10,0:15,0.01318359375,0.08674907,6.6523457,0.11765904,2444.6368447462905,2930.1754716478513,5443.4538591212295,0.989887,1,0.8980894,120.18531976744185
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_3.png,0,0,1,0,0,0,0,0.09240185,0:15,0:20,0.052734375,0.07577576,5.9476867,0.10495185,1959.159319101486,2480.9412067530247,4171.4960439022625,0.91379386,1,0.700765,129.19921875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_4.png,0,0,1,0,0,0,0,0.11961322,0:20,0:25,0.03369140625,0.09697196,5.280696,0.12711646,2142.969971415188,2646.63081786718,4487.949196091938,0.9529708,1,0.872773,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_5.png,0,0,1,0,0,0,0,0.14834192,0:25,0:30,0.017578125,0.12226982,6.3012896,0.1595623,2302.985772664329,2782.04234954605,4815.743501667634,1.0558921,1,1.1200217,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_6.png,0,0,1,0,0,0,0,0.15594059,0:30,0:35,0.0185546875,0.12782484,5.9409657,0.16488534,2392.214745086821,2773.0387381848527,4949.888862202726,0.98983204,1,1.2119188,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_7.png,0,0,1,0,0,0,0,0.14310086,0:35,0:40,0.02880859375,0.1175379,7.35471,0.17013879,2149.2295605535774,2499.0978052283135,4449.229399289443,1.0201185,1,1.130811,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_8.png,0,0,1,0,0,0,0,0.2264,0:40,0:45,0.00244140625,0.18672824,4.3489747,0.25959337,765.7285656541915,1108.691811064339,1352.4450315400231,0.8392367,1,1.088098,83.35433467741936
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_9.png,0,0,1,0,0,0,0,0.2516026,0:45,0:50,0.0029296875,0.20694156,3.9687865,0.2750213,976.2456177623596,1398.8468989123749,1905.8133791328307,0.91758305,1,1.3144697,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_10.png,0,0,1,0,0,0,0,0.21930352,0:50,0:55,0.013671875,0.18242326,4.5411873,0.25208583,1575.5109577719343,2091.4408716537496,3229.1311312717517,1.0022166,1,1.2792162,126.04801829268293
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_11.png,0,0,1,0,0,0,0,0.34610707,0:55,1:00,0.00537109375,0.294776,2.8922958,0.38627136,537.1622256255508,967.036453291622,938.2681083236658,1.0555053,1,1.2191123,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_12.png,0,0,1,0,0,0,0,0.34329465,1:00,1:05,0.0029296875,0.29094487,2.922944,0.38212314,698.1543791083908,1218.7674699113225,1266.661946236949,1.0083542,1,1.2369652,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_13.png,0,0,1,0,0,0,0,0.3289221,1:05,1:10,0.00634765625,0.2769364,3.1057966,0.36418244,997.7504193696376,1477.961452935429,1955.324758011891,1.0728908,1,1.6735704,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_14.png,0,0,1,0,0,0,0,0.37780386,1:10,1:15,0.01123046875,0.31669465,3.3000362,0.4040287,2124.5524169361815,3119.9861969379212,4850.716221360209,1.1480137,1,1.9937801,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_15.png,0,0,1,0,0,0,0,0.38609707,1:15,1:20,0.0244140625,0.32362244,3.0317798,0.40940544,2038.7571694525645,3019.7012518481256,4589.519966284803,1.1030048,1,2.0080707,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_16.png,0,0,1,0,0,0,0,0.34826347,1:20,1:25,0.01416015625,0.2898446,3.4027364,0.37730205,1992.990356840837,2842.6002119527493,4354.103601725638,1.0908426,1,2.0397913,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_17.png,0,0,1,0,0,0,0,0.19323058,1:25,1:30,0.02734375,0.16261476,5.1883407,0.25361928,1623.4606165263078,2234.105821534834,3232.6783642691416,0.97642374,1,1.1758472,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_18.png,0,0,1,0,0,0,0,0.2949837,1:30,1:35,0.01025390625,0.24839517,3.426619,0.33192584,1778.7785837891963,2773.958543758604,3952.766662739269,1.0442754,1,1.4031793,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_19.png,0,0,1,0,0,0,0,0.2840067,1:35,1:40,0.04150390625,0.23973319,3.5687933,0.32798767,1605.1498299127227,2482.750749889104,3399.248432062065,1.1103895,1,1.4041531,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_20.png,0,0,1,0,0,0,0,0.2712278,1:40,1:45,0.0078125,0.22849649,3.8670983,0.32229257,1826.0947329999042,2650.707203380853,4152.560814240139,1.1539909,1,1.4141577,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_21.png,0,0,1,0,0,0,0,0.31093255,1:45,1:50,0.01318359375,0.2629365,3.4124513,0.35003382,1974.8826446268868,2859.8801649597,4644.127370033352,1.1513617,1,1.524835,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_22.png,0,0,1,0,0,0,0,0.27281865,1:50,1:55,0.0185546875,0.22985052,3.785157,0.3232844,1930.2514109911472,2821.5670080833925,4231.948887942285,1.1121963,1,1.4815806,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_23.png,0,0,1,0,0,0,0,0.27141228,1:55,2:00,0.013671875,0.22842856,3.72077,0.29724884,1024.101447441282,1424.428890691887,2059.3935796113688,0.90754855,1,1.1988554,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_24.png,0,0,1,0,0,0,0,0.32499674,2:00,2:05,0.0107421875,0.2718616,3.11817,0.33794105,860.3133599646857,1473.5701142283672,1649.9629540675753,0.9170463,1,1.3485838,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_25.png,0,0,1,0,0,0,0,0.30310103,2:05,2:10,0.00244140625,0.25651902,3.2502275,0.3170265,710.9234085106974,1136.9590014507833,1312.8758972592807,0.8360107,1,1.1746088,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_26.png,0,0,1,0,0,0,0,0.25871405,2:10,2:15,0.0078125,0.21776459,3.871172,0.31347632,1464.4459802613003,2139.633400698609,2986.170651464617,1.118084,1,1.3210115,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_27.png,0,0,1,0,0,0,0,0.37043232,2:15,2:20,0.00927734375,0.31359708,2.8914657,0.40225708,927.3477363857112,1603.6191034300848,1781.9100293648492,1.0948417,1,1.546614,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_28.png,0,0,1,0,0,0,0,0.3688497,2:20,2:25,0.01171875,0.31201974,2.823461,0.40291497,795.6645816483629,1403.043013772375,1446.4716864849188,1.034545,1,1.4730371,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_29.png,0,0,1,0,0,0,0,0.30879942,2:25,2:30,0.00927734375,0.25759494,3.9113388,0.34039712,1876.4527585400199,2665.4410707337693,4110.293784440255,1.1117231,1,1.9063977,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_30.png,0,0,1,0,0,0,0,0.38998315,2:30,2:35,0.02197265625,0.32647434,3.0440974,0.41439873,2024.5071644965883,3046.1704834063926,4625.691750652552,1.1497687,1,2.0686185,123.046875
espectrogramas_salida1\Palastic - The Darkside (ft. Ekko) (320 kbps) (1)_fragmento_31.png,0,0,1,0,0,0,0,0.3998503,2:35,2:40,0.01806640625,0.33653733,2.8571773,0.42145526,1981.8152568922574,2966.7995923476947,4462.419110716357,1.1032362,1,2.0467973,123.046875
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_0.png,0,0,1,0,0,0,0,0.09741368,0:00,0:05,0.126953125,0.077964075,9.796961,0.1264894,1878.9913327338913,1978.455037474086,3229.0811702436195,0.90325207,1,0.6838247,135.99917763157896
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_1.png,0,0,1,0,0,0,0,0.057889488,0:05,0:10,0.02587890625,0.04673191,14.606968,0.073229335,1197.9455171754603,1779.3698218916106,2284.6178944315543,0.8042746,1,0.54330313,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_2.png,0,0,1,0,0,0,0,0.12657245,0:10,0:15,0.0087890625,0.10152216,7.444386,0.13544808,1131.0700670830947,1425.9049901962587,2265.0831324318447,0.77791303,1,0.7907495,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_3.png,0,0,1,0,0,0,0,0.11880654,0:15,0:20,0.0224609375,0.09582109,8.078291,0.13372947,1156.3532510829866,1562.4389774844021,2372.19957674739,0.85494614,1,0.79418856,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_4.png,0,0,1,0,0,0,0,0.08756526,0:20,0:25,0.00439453125,0.07167932,6.7040553,0.101570114,1337.205939350834,1964.6528274424788,2704.9899851363107,0.9361197,1,0.7104666,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_5.png,0,0,1,0,0,0,0,0.12362901,0:25,0:30,0.0107421875,0.0989303,7.932359,0.13773344,842.5653164450305,1337.4682703153126,1431.2835339327146,1.0068848,1,0.6667256,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_6.png,0,0,1,0,0,0,0,0.12518163,0:30,0:35,0.01708984375,0.101869784,8.383416,0.15269503,2766.839689452627,3431.5876379264514,6283.848313333817,1.0169917,1,1.1105113,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_7.png,0,0,1,0,0,0,0,0.21138144,0:35,0:40,0.01708984375,0.17005993,4.926972,0.22530875,1979.279392177489,2953.648551745088,4332.570398600638,1.070616,1,1.3033892,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_8.png,0,0,1,0,0,0,0,0.19591238,0:40,0:45,0.03076171875,0.15846142,5.3298664,0.21153001,2233.069330185408,3164.88511811641,5330.292130401682,1.0588075,1,1.2502327,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_9.png,0,0,1,0,0,0,0,0.17894864,0:45,0:50,0.0126953125,0.14685383,5.723613,0.20084915,1706.9137189965656,2618.100239196484,3977.2475665240718,0.98338604,1,1.0700343,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_10.png,0,0,1,0,0,0,0,0.34933862,0:50,0:55,0.0009765625,0.29487956,2.9504504,0.3718776,1405.632189213509,2385.8746694281094,3249.51523074971,1.1724879,1,1.5756967,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_11.png,0,0,1,0,0,0,0,0.36247498,0:55,1:00,0.009765625,0.30703166,2.9459736,0.3860776,1293.9066634865871,2113.7187952469703,2821.449141712587,1.2105225,1,1.5960919,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_12.png,0,0,1,0,0,0,0,0.3076309,1:00,1:05,0.0068359375,0.2578936,3.4296021,0.33753717,1667.7127159616562,2806.5357454515283,3689.9716547636312,1.1196476,1,1.4631784,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_13.png,0,0,1,0,0,0,0,0.34118482,1:05,1:10,0.00146484375,0.28641263,3.33411,0.36721334,2383.6190082957805,3499.7947445517602,5558.014496628481,1.2670511,1,1.8909725,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_14.png,0,0,1,0,0,0,0,0.36708272,1:10,1:15,0.0078125,0.3082307,2.9536276,0.38708553,2463.4695877013646,3626.200326446766,5943.763594837587,1.3108884,1,1.8789651,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_15.png,0,0,1,0,0,0,0,0.36500588,1:15,1:20,0.0185546875,0.3054587,3.2768867,0.38387352,2536.10709928392,3677.808442569884,6335.308172310035,1.2621995,1,1.8318267,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_16.png,0,0,1,0,0,0,0,0.20428696,1:20,1:25,0.0185546875,0.17058252,4.7561064,0.2255674,2170.0163137009663,3296.3419234881753,5156.577635585847,1.160181,1,1.1249658,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_17.png,0,0,1,0,0,0,0,0.19949545,1:25,1:30,0.001953125,0.16534473,4.8113194,0.22916771,2117.0894427371422,3141.8984918232622,4931.153476653132,1.2086451,1,1.2327132,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_18.png,0,0,1,0,0,0,0,0.24043126,1:30,1:35,0.005859375,0.19982135,4.13035,0.2594065,1872.8913623272,3009.554796700122,4266.022309128481,1.216796,1,1.3038288,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_19.png,0,0,1,0,0,0,0,0.19318725,1:35,1:40,0.01171875,0.15632138,5.2498193,0.21574676,2331.595836815177,3308.6041561855022,5431.663056482019,1.0644673,1,1.3076991,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_20.png,0,0,1,0,0,0,0,0.21262659,1:40,1:45,0.0205078125,0.17130439,4.8890095,0.22188729,2214.272749727218,3257.4857472946637,5257.598834469258,1.051668,1,1.2736946,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_21.png,0,0,1,0,0,0,0,0.21243061,1:45,1:50,0.01171875,0.17145573,4.8403435,0.2307139,2369.4798939042466,3350.321545337772,5651.741385404583,1.0801653,1,1.3094741,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_22.png,0,0,1,0,0,0,0,0.23407365,1:50,1:55,0.01123046875,0.19431566,4.414915,0.26383835,1367.3984330806795,2125.7246931155228,3015.7975411470416,0.99100024,1,1.3910148,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_23.png,0,0,1,0,0,0,0,0.3585082,1:55,2:00,0.0107421875,0.30068418,2.9423838,0.37751803,1693.394105123228,2772.2860029763337,3915.1460085556846,1.1688218,1,1.6794558,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_24.png,0,0,1,0,0,0,0,0.36077592,2:00,2:05,0.0107421875,0.30456895,2.978583,0.38508418,1327.2147224968976,2238.782955139849,2840.634176515371,1.2332197,1,1.5351306,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_25.png,0,0,1,0,0,0,0,0.28496224,2:05,2:10,0.0029296875,0.23826034,3.7432644,0.32025835,1287.6070549972144,2181.3056130077885,2667.8189802059164,1.0508401,1,1.3843741,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_26.png,0,0,1,0,0,0,0,0.36215797,2:10,2:15,0.0009765625,0.3027223,3.1943305,0.38281563,2692.493431376892,3743.2534466313346,6558.983695258121,1.3107669,1,1.9776927,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_27.png,0,0,1,0,0,0,0,0.36571324,2:15,2:20,0.01953125,0.30722475,2.9908369,0.38616955,2510.428162438606,3667.0531277314644,6212.154237964037,1.3202801,1,1.8612745,120.18531976744185
espectrogramas_salida1\Palastic - Through The Fire (ft. Sam Welch) (320 kbps)_fragmento_28.png,0,0,1,0,0,0,0,0.27064267,2:20,2:25,0.0029296875,0.22471768,3.9321785,0.29940608,2339.573529209504,3457.299631748055,5602.479811666183,1.1780169,1,1.5839959,120.18531976744185
