Ruta,Break,Pre-Drop,Drop,Valencia_0.0,Valencia_0.1,Valencia_0.2,Valencia_0.3,Valencia_0.4,Valencia_0.5,Valencia_0.6,Valencia_0.7,Valencia_0.8,Valencia_0.9,Valencia_1.0,Arousal_0.0,Arousal_0.1,Arousal_0.2,Arousal_0.3,Arousal_0.4,Arousal_0.5,Arousal_0.6,Arousal_0.7,Arousal_0.8,Arousal_0.9,Arousal_1.0,Tiempo Inicio,Tiempo Fin,RMS,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_36.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3:00,3:05,0.2158791869878769,0.02294921875,0.1739189028739929,4.490358352661133,0.2194376885890961,2337.819781728374,3224.105955550547,5083.884339653422,0.9505394101142883,1,1.179717421531677,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_37.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3:05,3:10,0.1936263889074326,0.0263671875,0.1579269021749496,5.162405014038086,0.2070487439632416,3076.404622726965,3531.462424476257,6827.624143525232,0.9813477396965027,1,1.374930024147034,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_38.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:10,3:15,0.3534632325172424,0.0048828125,0.299659937620163,2.879731893539429,0.3726844787597656,1829.140280460312,2929.673827563547,4003.976716574826,0.9619477391242981,1,1.264673233032227,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_39.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:15,3:20,0.3412595987319946,0.013671875,0.2880570888519287,2.961644411087036,0.3633430302143097,1750.446376386912,2842.686433250884,3601.740479082076,0.9979853630065918,1,1.337248802185059,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_40.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:20,3:25,0.3346389830112457,0.015625,0.2830237448215485,3.177742958068848,0.3591288626194,1855.949245008025,2885.964039632754,3976.298306989559,1.031415224075317,1,1.390034198760986,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_41.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:25,3:30,0.3572065532207489,0.0029296875,0.3031243681907654,2.869353771209717,0.3749492466449738,1857.83174309911,2996.606758743893,4049.041563950116,0.9525632262229919,1,1.280924081802368,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_42.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:30,3:35,0.3436335325241089,0.021484375,0.2902078926563263,3.023691415786743,0.3642926514148712,1887.381569074412,3012.324810988014,4201.672504894142,0.9950377941131592,1,1.360845685005188,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_43.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:35,3:40,0.3365783095359802,0.01953125,0.2853898704051971,3.000718355178833,0.3601736426353455,1773.324460130517,2793.559683256493,3694.368225239269,1.002598643302917,1,1.285025596618652,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_44.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:40,3:45,0.3427040576934814,0.0126953125,0.2895086109638214,3.453708648681641,0.362244725227356,2906.531587426665,3873.880915748372,7441.295452073666,1.139309525489807,1,1.612405776977539,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_45.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:45,3:50,0.3415220081806183,0.0703125,0.2888078689575195,3.447501182556152,0.3624252676963806,2841.991920048192,3860.159637330196,7040.70792850928,1.312034130096436,1,1.666766881942749,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_46.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:50,3:55,0.3282172679901123,0.02587890625,0.2786120176315308,3.479377269744873,0.3542008996009827,2799.84728531425,3783.291976182489,6772.766934636021,1.385684370994568,1,1.594378113746643,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_47.png,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3:55,4:00,0.3581648468971252,0.0078125,0.3030305206775665,3.33744740486145,0.3748593032360077,2967.795661631715,3968.347113712282,7618.956868111949,1.229120254516602,1,1.700847148895264,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_48.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4:00,4:05,0.3460971713066101,0.0634765625,0.2921235263347626,3.353951215744019,0.3650565445423126,2849.650721336173,3851.059285224108,7022.072465015951,1.299756288528442,1,1.681959271430969,123.046875
espectrogramas_salida_secciones_2\Ben - One Last Call ft. Felix Raphael (Official Visualiser) (256 kbps)_fragmento_49.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4:05,4:10,0.2739408612251282,0.015625,0.2309148758649826,3.892590045928955,0.2992359101772308,3093.274996288696,3847.917689932697,7268.979866045534,1.42010772228241,1,1.568918108940125,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_0.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:00,0:05,0.009129226207733154,0.126953125,0.006383135449141264,44.22748947143555,0.01820317097008228,2662.397269005161,1902.317566780382,4141.869154219838,1.019194602966309,1,0.1130772680044174,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_1.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:05,0:10,0.01188926864415407,0.0244140625,0.008322943933308125,34.98659515380859,0.02120497822761536,1475.874985567908,1281.075594890262,2163.962011492169,1.134842991828918,1,0.1474067121744156,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_2.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:10,0:15,0.01244186982512474,0.02978515625,0.00882650725543499,33.72491073608398,0.02025751024484634,1476.331205625981,1223.958573468287,2192.539719583817,1.140889763832092,1,0.138539656996727,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_3.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:15,0:20,0.01352432277053595,0.02490234375,0.009793676435947418,28.1034049987793,0.02171233668923378,1438.257688900118,1162.447176652435,2165.360920279873,1.054896354675293,1,0.1406538039445877,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_4.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:20,0:25,0.01320200320333242,0.0263671875,0.00957497488707304,26.44635391235352,0.02157557010650635,1507.968534204792,1252.266072409325,2337.826389392401,1.149780988693237,1,0.1437923312187195,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_5.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:25,0:30,0.0181886088103056,0.0244140625,0.0132792703807354,30.91077423095703,0.02821860834956169,1550.192514033105,1237.253938343822,2486.860136310905,1.149145126342773,1,0.2122044265270233,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_6.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:30,0:35,0.04636251181364059,0.02880859375,0.0360894463956356,16.45144081115723,0.05850259214639664,1239.950326736355,1088.600965176671,2118.447514863689,1.149088740348816,1,0.3743586242198944,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_7.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:35,0:40,0.05416526645421982,0.0126953125,0.04349043220281601,8.368071556091309,0.06828668713569641,861.7881383233914,1088.926863675244,1633.725619924594,1.119003176689148,1,0.295846700668335,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_8.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:40,0:45,0.0599849745631218,0.0048828125,0.04864858090877533,7.0854172706604,0.07171531021595001,815.4082919482775,1086.761671031001,1542.946431808295,1.143271923065186,1,0.2922711372375488,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_9.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:45,0:50,0.05402691289782524,0.0107421875,0.04319082573056221,8.656469345092773,0.06716165691614151,947.8840024315325,1190.66082630408,1846.409716683585,1.19661283493042,1,0.3137838542461395,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_10.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:50,0:55,0.05174675956368446,0.02490234375,0.04140850156545639,11.09537792205811,0.06284430623054504,997.4653747748522,1223.622821650378,1954.575342589907,1.110475659370422,1,0.3051210045814514,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_11.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0:55,1:00,0.06568876653909683,0.009765625,0.05354160070419312,6.651647567749023,0.08026126027107239,881.0031498311273,1179.369063132105,1722.856094112529,1.132868766784668,1,0.3235085308551788,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_12.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:00,1:05,0.08687068521976471,0.00439453125,0.07027358561754227,11.17836284637451,0.1093389019370079,898.1032935225736,1138.299611709901,1707.667941560325,1.133289694786072,1,0.4790309965610504,161.4990234375
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_13.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:05,1:10,0.1650746613740921,0.0087890625,0.1398027092218399,5.30879020690918,0.1859118938446045,645.6823965911279,1066.949934967451,1287.845422165023,1.097471356391907,1,0.5480905175209045,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_14.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:10,1:15,0.1531442105770111,0.0029296875,0.1282858401536942,5.509937286376953,0.1717807352542877,654.3623151413115,1122.140004435592,1287.395772911833,1.093725562095642,1,0.5142707824707031,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_15.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:15,1:20,0.1786217391490936,0.01025390625,0.151782363653183,4.59359884262085,0.1931878924369812,629.9662669896987,1186.496865457535,1191.670443010441,1.100016474723816,1,0.5349916815757751,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_16.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:20,1:25,0.1662696003913879,0.0048828125,0.1372987627983093,5.729525566101074,0.1872228384017944,744.6205610071637,1358.223060660035,1334.359139356148,1.119502067565918,1,0.5875911712646484,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_17.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:25,1:30,0.1392335891723633,0.001953125,0.1149481236934662,6.135537624359131,0.1531018614768982,942.9525064755949,1614.651678816761,1739.293272368039,1.097050547599792,1,0.5472511053085327,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_18.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1:30,1:35,0.1269302368164062,0.0224609375,0.1073347702622414,4.902984619140625,0.1401137709617615,1103.41096602075,1872.388798762527,2077.329588710847,1.07977831363678,1,0.4709397256374359,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_19.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1:35,1:40,0.1161474958062172,0.009765625,0.09386256337165833,6.428514957427979,0.1288330405950546,1226.32436838491,1993.82502779851,2246.397707910383,1.048745393753052,1,0.5003294348716736,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_20.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1:40,1:45,0.1280106157064438,0.005859375,0.1059893891215324,5.401375293731689,0.1348574459552765,1292.358404214794,2105.628293656678,2452.686793068446,1.024639248847961,1,0.5452798008918762,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_21.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1:45,1:50,0.1232341229915619,0.03173828125,0.100179947912693,6.098353862762451,0.1328927874565125,1490.919629210095,2156.22919053542,2926.317339762181,1.030906200408936,1,0.6142089366912842,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_22.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:50,1:55,0.1533538103103638,0.02587890625,0.1239752173423767,5.048915863037109,0.1586889922618866,1493.089260836928,2082.482553297024,2809.958105242169,0.9387123584747314,1,0.7312055826187134,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_23.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:55,2:00,0.1952688097953796,0.00830078125,0.1603533625602722,4.107862949371338,0.1993433684110641,1363.227574115307,2044.868453437763,2610.213914769432,0.9332655072212219,1,0.7599329948425293,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_24.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2:00,2:05,0.1757065504789352,0.0166015625,0.142850786447525,4.235401630401611,0.1812459081411362,1565.631142974078,2137.764493319916,3025.140253407772,0.9340100884437561,1,0.8165309429168701,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_25.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2:05,2:10,0.1676848530769348,0.01025390625,0.1356258988380432,4.481472492218018,0.1702168434858322,1602.139964850826,2206.323737389678,3201.302838602088,0.937777578830719,1,0.8183265328407288,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_26.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2:10,2:15,0.1916715949773788,0.015625,0.1552524417638779,4.778684616088867,0.1964809000492096,1551.839508398009,2202.801160336989,3076.200424158932,0.9132013320922852,1,0.8176925778388977,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_27.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2:15,2:20,0.1799730658531189,0.02099609375,0.1452803909778595,4.197079658508301,0.1838560700416565,1693.856823605957,2257.671151704683,3351.135961970708,0.9430785775184631,1,0.8799436092376709,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_28.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:20,2:25,0.1353254914283752,0.0146484375,0.1092280149459839,6.005365371704102,0.1454384624958038,1968.71712698479,2544.449299702656,4072.823013341068,0.9121737480163574,1,0.8541248440742493,120.1853197674419
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_29.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:25,2:30,0.07770594954490662,0.0126953125,0.06402815878391266,7.774326801300049,0.09029717743396759,1280.693238228319,3039.059477294404,1951.07807062065,1.105426669120789,1,0.2724613547325134,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_30.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:30,2:35,0.07884448021650314,0.0068359375,0.0645182728767395,7.357326030731201,0.09759663045406342,1521.325902794915,3395.130583840492,2835.93783987094,1.211207747459412,1,0.3076899349689484,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_31.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:35,2:40,0.09909211099147797,0.01416015625,0.08029793202877045,6.95219612121582,0.1092504113912582,1274.527991269793,3199.208152662795,1615.190078487529,1.131862878799438,1,0.3242047727108002,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_32.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:40,2:45,0.085641048848629,0.0029296875,0.0698784813284874,8.285910606384277,0.09960111230611801,1591.377005964486,3572.55733719415,2916.375095163863,1.184477806091309,1,0.320455402135849,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_33.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:45,2:50,0.084344781935215,0.00732421875,0.06884939223527908,6.794243335723877,0.09668369591236115,1827.868821703921,3819.425831665911,3883.07102849478,1.194235682487488,1,0.3213351964950562,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_34.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:50,2:55,0.08120106160640717,0.02490234375,0.06596941500902176,7.281940937042236,0.09288205951452255,2183.135784927726,4099.56129797622,5426.81683675319,1.248419046401978,1,0.3106369972229004,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_35.png,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2:55,3:00,0.05725405737757683,0.02490234375,0.04640808701515198,8.176935195922852,0.06358794122934341,3044.958786026625,4788.703332162964,9269.769159657773,1.389283657073975,1,0.2017761319875717,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_172.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:20,14:25,0.06514763087034225,0.009765625,0.05311480537056923,6.065695762634277,0.07167649269104004,3271.34808629815,4929.437027500908,9966.225891821347,1.390499472618103,1,0.2237588167190552,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_173.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:25,14:30,0.08689134567975998,0.03125,0.07030291855335236,9.598791122436523,0.09923870861530304,3161.560346456929,4693.931037413605,8871.379921331207,1.341070532798767,1,0.4637451171875,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_174.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:30,14:35,0.2104162573814392,0.01318359375,0.1789445728063583,3.651215076446533,0.2277574390172958,2034.274892793856,4128.660036131876,4760.636487637761,1.406303405761719,1,0.6095282435417175,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_175.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:35,14:40,0.2350061684846878,0.009765625,0.2002711147069931,3.731142282485962,0.2494146525859833,1851.326079913947,3961.738868610607,4027.458399796984,1.466955423355103,1,0.6324635148048401,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_176.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:40,14:45,0.2163785099983215,0.00146484375,0.1846336424350739,4.195322036743164,0.2347851246595383,1990.69791736975,4135.595652517295,4669.357689240139,1.483664631843567,1,0.5892715454101562,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_177.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:45,14:50,0.2272985279560089,0.00830078125,0.1938344687223434,3.842480659484863,0.2416147887706757,1909.04314831285,4051.780997442257,4249.934858069895,1.446620464324951,1,0.580307126045227,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_178.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:50,14:55,0.2307801991701126,0.005859375,0.1945980489253998,3.958780765533447,0.2461341470479965,1920.035621215856,4015.024459204352,4363.096586789443,1.473635673522949,1,0.6238865852355957,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_179.png,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14:55,15:00,0.2152729481458664,0.00146484375,0.178925633430481,3.933819532394409,0.2321832925081253,1934.391388536391,4104.996083993208,4391.42448974043,1.524722814559937,1,0.5763601660728455,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_180.png,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15:00,15:05,0.202197477221489,0.00634765625,0.1699921935796738,3.397778272628784,0.2161368429660797,2135.059595001784,4106.956059902746,4883.440694786833,1.42093551158905,1,0.6538310050964355,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_181.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:05,15:10,0.2322621941566467,0.021484375,0.1975980550050735,3.733895301818848,0.2466657310724258,2136.655351182814,4109.894732485401,4885.489096940255,1.515471816062927,1,0.6778290867805481,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_182.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:10,15:15,0.2186992913484573,0.00244140625,0.1826791167259216,3.940452575683594,0.2363343387842178,2272.736325789071,4289.287781692886,5532.134684055975,1.640356659889221,1,0.6117648482322693,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_183.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:15,15:20,0.2305125445127487,0.00439453125,0.195358008146286,3.863974094390869,0.2445643842220306,2135.167208144735,4080.783682461,4944.093382939385,1.490899920463562,1,0.7169566750526428,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_184.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:20,15:25,0.2312373518943787,0.01953125,0.1956882774829865,3.827371835708618,0.2456413954496384,2168.530623314649,4145.032959195396,5112.162281576276,1.518075704574585,1,0.665325939655304,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_185.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:25,15:30,0.2172452360391617,0.00244140625,0.1830085963010788,3.502580881118774,0.2353022545576096,2355.484958672838,4327.453621818144,5879.01410237819,1.57542085647583,1,0.6159945726394653,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_186.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:30,15:35,0.1941028982400894,0.01220703125,0.1608121693134308,4.45302677154541,0.2090504914522171,2376.043078977146,4194.256425597833,5844.341148854408,1.356059551239014,1,0.7209985852241516,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_187.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:35,15:40,0.2259011715650558,0.0087890625,0.192558228969574,3.790240287780762,0.2416535466909409,2452.71687102154,4323.510241114436,6405.503416835847,1.461641788482666,1,0.696966826915741,123.046875
espectrogramas_salida_secciones_2\Ben Live from the Galerie Berlin (320 kbps)_fragmento_188.png,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15:40,15:45,0.2173106521368027,0.00927734375,0.1843646764755249,3.897594928741455,0.2355771511793137,2482.071016949809,4323.763189392869,6434.380891096288,1.397312521934509,1,0.6828041076660156,123.046875
